Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,islem,nblettres,puorth,puphon,nbsyll,cgramortho
a priori,apRijoRi,a priori,NOM,0.41,0.41,1,8,4,5,4,"ADV,NOM"
aa,aa,aa,NOM,0.01,0.01,1,2,2,2,2,NOM
abaca,abaka,abaca,NOM,0.01,0.01,1,5,4,5,3,NOM
abaisse,abEs,abaisse,NOM,0.02,0.02,1,7,7,4,2,"NOM,VER"
abaisse-langue,abEsl@g,abaisse-langue,NOM,0.04,0.04,1,14,8,5,3,NOM
abaissement,abEs°m@,abaissement,NOM,0.31,0.31,1,11,8,5,4,NOM
abalone,abalOn,abalone,NOM,0.01,0.01,1,7,4,4,3,NOM
abalones,abalOn,abalone,NOM,0.01,0,0,8,0,4,3,NOM
abandon,ab@d§,abandon,NOM,4.84,4.77,1,7,7,5,3,NOM
abandonneurs,ab@don9R,abandonneur,NOM,0,0,0,12,0,0,4,NOM
abandons,ab@d§,abandon,NOM,4.84,0.07,0,8,0,5,3,NOM
abaque,abak,abaque,NOM,0,0,1,6,4,4,2,NOM
abat,aba,abat,NOM,0.65,0.13,1,4,4,3,2,"NOM,VER"
abat-jour,abaZuR,abat-jour,NOM,0.51,0.51,1,9,6,4,3,NOM
abat-son,abas§,abat-son,NOM,0,0,1,8,6,5,3,NOM
abatage,abataZ,abatage,NOM,0,0,1,7,5,6,3,NOM
abatis,abati,abatis,NOM,0,0,1,6,5,5,3,NOM
abats,aba,abat,NOM,0.65,0.52,0,5,0,3,2,"NOM,VER"
abattage,abataZ,abattage,NOM,0.65,0.63,1,8,7,6,3,NOM
abattages,abataZ,abattage,NOM,0.65,0.02,0,9,0,6,3,NOM
abattant,abat@,abattant,NOM,0.07,0.05,1,8,7,5,3,"NOM,VER"
abattants,abat@,abattant,NOM,0.07,0.01,0,9,0,5,3,NOM
abattement,abat°m@,abattement,NOM,0.18,0.17,1,10,7,5,4,NOM
abattements,abat°m@,abattement,NOM,0.18,0.01,0,11,0,5,4,NOM
abatteur,abat9R,abatteur,NOM,0.14,0.14,1,8,7,5,3,NOM
abatteurs,abat9R,abatteur,NOM,0.14,0,0,9,0,5,3,NOM
abattis,abati,abattis,NOM,0.14,0.14,1,7,6,5,3,"NOM,VER"
abattoir,abatwaR,abattoir,NOM,3.16,2.67,1,8,6,5,3,NOM
abattoirs,abatwaR,abattoir,NOM,3.16,0.48,0,9,0,5,3,NOM
abattu,abaty,abattu,NOM,0.53,0.18,1,6,6,5,3,"VER,ADJ,NOM"
abattures,abatyR,abatture,NOM,0,0,0,9,0,0,3,NOM
abattus,abaty,abattu,NOM,0.53,0.35,0,7,0,5,3,"VER,ADJ,NOM"
abbatiale,abasjal,abbatiale,NOM,0,0,1,9,9,5,3,"ADJ,NOM"
abbaye,abei,abbaye,NOM,3.94,3.66,1,6,5,4,3,NOM
abbayes,abei,abbaye,NOM,3.94,0.28,0,7,0,4,3,NOM
abbesse,abEs,abbé,NOM,4.46,0.26,0,7,0,4,2,NOM
abbesses,abEs,abbé,NOM,4.46,0,0,8,0,4,2,NOM
abbé,abe,abbé,NOM,4.46,4.19,1,4,4,3,2,NOM
abbés,abe,abbé,NOM,4.46,0.02,0,5,0,3,2,NOM
abc,abese,abc,NOM,0.04,0.04,1,3,3,5,3,NOM
abcès,apsE,abcès,NOM,1.79,1.79,1,5,4,4,2,NOM
abdication,abdikasj§,abdication,NOM,0.05,0.05,1,10,5,6,4,NOM
abdications,abdikasj§,abdication,NOM,0.05,0,0,11,0,6,4,NOM
abdomen,abdomEn,abdomen,NOM,2.76,2.76,1,7,6,6,3,NOM
abdominaux,abdomino,abdominal,NOM,0.09,0.09,0,10,0,0,4,"ADJ,NOM"
abdos,abdo,abdos,NOM,0.86,0.86,1,5,5,4,2,NOM
abduction,abdyksj§,abduction,NOM,0.05,0.05,1,9,7,6,3,NOM
abeille,abEj,abeille,NOM,9.11,3.53,1,7,4,4,2,NOM
abeilles,abEj,abeille,NOM,9.11,5.59,0,8,0,4,2,NOM
aber,abe,aber,NOM,0.25,0.25,1,4,4,3,2,NOM
aberration,abERasj§,aberration,NOM,1.16,0.89,1,10,7,5,4,NOM
aberrations,abERasj§,aberration,NOM,1.16,0.27,0,11,0,5,4,NOM
abjection,abZEksj§,abjection,NOM,0.51,0.37,1,9,7,6,3,NOM
abjections,abZEksj§,abjection,NOM,0.51,0.14,0,10,0,6,3,NOM
abjuration,abZyRasj§,abjuration,NOM,0,0,1,10,6,6,4,NOM
abjurations,abZyRasj§,abjuration,NOM,0,0,0,11,0,6,4,NOM
ablatif,ablatif,ablatif,NOM,0,0,1,7,7,5,3,NOM
ablation,ablasj§,ablation,NOM,0.45,0.43,1,8,7,5,3,NOM
ablations,ablasj§,ablation,NOM,0.45,0.03,0,9,0,5,3,NOM
able,abl,able,NOM,0.68,0.68,1,4,4,3,1,NOM
ablette,ablEt,ablette,NOM,0.14,0,1,7,5,4,2,NOM
ablettes,ablEt,ablette,NOM,0.14,0.14,0,8,0,4,2,NOM
ablution,ablysj§,ablution,NOM,0.48,0.01,1,8,4,4,3,NOM
ablutions,ablysj§,ablution,NOM,0.48,0.47,0,9,0,4,3,NOM
abnégation,abnegasj§,abnégation,NOM,0.91,0.91,1,10,3,3,4,NOM
aboi,abwa,aboi,NOM,0.78,0,1,4,4,4,2,NOM
aboiement,abwam@,aboiement,NOM,1.79,0.44,1,9,5,5,3,NOM
aboiements,abwam@,aboiement,NOM,1.79,1.35,0,10,0,5,3,NOM
abois,abwa,aboi,NOM,0.78,0.78,0,5,0,4,2,NOM
abolition,abolisj§,abolition,NOM,0.45,0.45,1,9,9,8,4,NOM
abolitionniste,abolisjonist,abolitionniste,NOM,0.17,0.07,1,14,10,8,5,"ADJ,NOM"
abolitionnistes,abolisjonist,abolitionniste,NOM,0.17,0.1,0,15,0,8,5,"ADJ,NOM"
abomination,abominasj§,abomination,NOM,1.94,1.24,1,11,8,8,5,NOM
abominations,abominasj§,abomination,NOM,1.94,0.69,0,12,0,8,5,NOM
abondance,ab§d@s,abondance,NOM,2.76,2.76,1,9,8,6,3,NOM
abonnement,abOn°m@,abonnement,NOM,4.82,3.37,1,10,7,4,4,NOM
abonnements,abOn°m@,abonnement,NOM,4.82,1.45,0,11,0,4,4,NOM
abonné,abone,abonné,NOM,0.87,0.3,1,6,6,4,3,"VER,ADJ,NOM"
abonnée,abone,abonné,NOM,0.87,0.04,0,7,0,4,3,"VER,ADJ,NOM"
abonnées,abone,abonné,NOM,0.87,0.02,0,8,0,4,3,"VER,NOM"
abonnés,abone,abonné,NOM,0.87,0.52,0,7,0,4,3,"VER,ADJ,NOM"
abord,abOR,abord,NOM,2.22,0.89,1,5,5,4,2,NOM
abordage,abORdaZ,abordage,NOM,1.22,1.17,1,8,7,7,3,NOM
abordages,abORdaZ,abordage,NOM,1.22,0.05,0,9,0,7,3,NOM
abords,abOR,abord,NOM,2.22,1.33,0,6,0,4,2,NOM
aborigène,aboRiZEn,aborigène,NOM,0.6,0.21,1,9,5,4,4,"ADJ,NOM"
aborigènes,aboRiZEn,aborigène,NOM,0.6,0.39,0,10,0,4,4,"ADJ,NOM"
abornement,abORn°m@,abornement,NOM,0,0,1,10,5,5,4,NOM
abouchements,abuS°m@,abouchement,NOM,0,0,0,12,0,0,4,NOM
aboulie,abuli,aboulie,NOM,0,0,1,7,7,5,3,NOM
aboulique,abulik,aboulique,NOM,0,0,1,9,7,6,3,NOM
abounas,abuna,abouna,NOM,0,0,0,7,0,0,3,NOM
about,abu,about,NOM,5.94,5.94,1,5,5,3,2,NOM
aboutissant,abutis@,aboutissant,NOM,0.09,0,1,11,9,7,4,"VER,NOM"
aboutissants,abutis@,aboutissant,NOM,0.09,0.09,0,12,0,7,4,NOM
aboutissement,abutis°m@,aboutissement,NOM,0.5,0.5,1,13,9,7,5,NOM
aboyeur,abwaj9R,aboyeur,NOM,0.06,0.05,1,7,6,6,3,"ADJ,NOM"
aboyeurs,abwaj9R,aboyeur,NOM,0.06,0.01,0,8,0,6,3,"ADJ,NOM"
abracadabra,abRakadabRa,abracadabra,NOM,0.98,0.98,1,11,11,11,5,NOM
abrasif,abRazif,abrasif,NOM,0.15,0.13,1,7,7,6,3,"ADJ,NOM"
abrasifs,abRazif,abrasif,NOM,0.15,0.03,0,8,0,6,3,"ADJ,NOM"
abrasion,abRazj§,abrasion,NOM,0.19,0.19,1,8,7,6,3,NOM
abraxas,abRaksas,abraxas,NOM,0.29,0.29,1,7,5,6,3,NOM
abreuvage,abR9vaZ,abreuvage,NOM,0,0,1,9,7,6,3,NOM
abreuvoir,abR9vwaR,abreuvoir,NOM,0.35,0.34,1,9,7,6,3,NOM
abreuvoirs,abR9vwaR,abreuvoir,NOM,0.35,0.01,0,10,0,6,3,NOM
abri,abRi,abri,NOM,25.9,22.7,1,4,4,4,2,NOM
abri-refuge,abRiR°fyZ,abri-refuge,NOM,0,0,1,11,5,5,4,NOM
abribus,abRibys,abribus,NOM,0.04,0.04,1,7,5,5,3,NOM
abricot,abRiko,abricot,NOM,1.24,0.5,1,7,7,6,3,"ADJ,NOM"
abricotier,abRikotje,abricotier,NOM,0.02,0.02,1,10,9,8,4,NOM
abricotiers,abRikotje,abricotier,NOM,0.02,0,0,11,0,8,4,NOM
abricotine,abRikotin,abricotine,NOM,0,0,1,10,9,8,4,NOM
abricots,abRiko,abricot,NOM,1.24,0.74,0,8,0,6,3,NOM
abris,abRi,abri,NOM,25.9,3.2,0,5,0,4,2,NOM
abrogation,abRogasj§,abrogation,NOM,0.16,0.16,1,10,6,5,4,NOM
abrupt,abRypt,abrupt,NOM,0,0,1,6,6,6,2,"ADJ,NOM"
abrupts,abRypt,abrupt,NOM,0,0,0,7,0,6,2,"ADJ,NOM"
abruti,abRyti,abruti,NOM,25.64,19.13,1,6,6,6,3,"ADJ,NOM,VER"
abrutie,abRyti,abruti,NOM,25.64,0.38,0,7,0,6,3,"ADJ,NOM,VER"
abruties,abRyti,abruti,NOM,25.64,0.03,0,8,0,6,3,"ADJ,NOM,VER"
abrutis,abRyti,abruti,NOM,25.64,6.1,0,7,0,6,3,"ADJ,NOM,VER"
abrutissement,abRytis°m@,abrutissement,NOM,0.13,0.13,1,13,10,8,5,NOM
abrutisseur,abRytis9R,abrutisseur,NOM,0,0,1,11,10,8,4,NOM
abrégé,abReZe,abrégé,NOM,0.12,0.11,1,6,6,5,3,"VER,ADJ,NOM"
abrégés,abReZe,abrégé,NOM,0.12,0.01,0,7,0,5,3,"ADJ,NOM"
abréviation,abRevjasj§,abréviation,NOM,0.46,0.37,1,11,10,8,4,NOM
abréviations,abRevjasj§,abréviation,NOM,0.46,0.09,0,12,0,8,4,NOM
abscisse,apsis,abscisse,NOM,0.02,0.02,1,8,8,5,2,NOM
abscission,apsisj§,abscission,NOM,0,0,1,10,8,6,3,NOM
absence,aps@s,absence,NOM,22.86,22.02,1,7,6,5,2,NOM
absences,aps@s,absence,NOM,22.86,0.84,0,8,0,5,2,NOM
absent,aps@,absent,NOM,1.96,0.82,1,6,6,4,2,"ADJ,NOM"
absente,aps@t,absent,NOM,1.96,0.47,0,7,0,0,2,"ADJ,NOM,VER"
absentes,aps@t,absent,NOM,1.96,0.01,0,8,0,0,2,"ADJ,NOM,VER"
absents,aps@,absent,NOM,1.96,0.66,0,7,0,4,2,"ADJ,NOM"
absentéisme,aps@teizm,absentéisme,NOM,0.14,0.14,1,11,10,8,4,NOM
absentéiste,aps@teist,absentéiste,NOM,0.01,0.01,1,11,10,8,4,"ADJ,NOM"
abside,apsid,abside,NOM,0,0,1,6,6,5,2,NOM
absides,apsid,abside,NOM,0,0,0,7,0,5,2,NOM
absidiole,apsidjOl,absidiole,NOM,0,0,1,9,7,6,3,NOM
absinthe,aps5t,absinthe,NOM,1.28,1.28,1,8,8,4,2,NOM
absolu,apsoly,absolu,NOM,0.78,0.74,1,6,6,6,3,"ADJ,NOM"
absolus,apsoly,absolu,NOM,0.78,0.04,0,7,0,6,3,"ADJ,NOM"
absolution,apsolysj§,absolution,NOM,1.06,1.06,1,10,9,7,4,NOM
absolutisme,apsolytizm,absolutisme,NOM,0.12,0.12,1,11,9,7,4,NOM
absorbant,apsORb@,absorbant,NOM,0.01,0.01,1,9,8,7,3,"ADJ,NOM,VER"
absorbeur,apsORb9R,absorbeur,NOM,0.03,0.03,1,9,8,7,3,NOM
absorption,apsORpsj§,absorption,NOM,0.58,0.58,1,10,6,6,3,NOM
absorptions,apsORpsj§,absorption,NOM,0.58,0,0,11,0,6,3,NOM
absoute,apsut,absoute,NOM,0,0,1,7,6,5,2,"VER,ADJ,NOM"
abstention,apst@sj§,abstention,NOM,0.14,0.14,1,10,10,8,3,NOM
abstentionniste,apst@sjonist,abstentionniste,NOM,0.01,0.01,1,15,11,8,4,NOM
abstentionnistes,apst@sjonist,abstentionniste,NOM,0.01,0,0,16,0,8,4,NOM
abstinence,apstin@s,abstinence,NOM,1.62,1.6,1,10,9,8,3,NOM
abstinences,apstin@s,abstinence,NOM,1.62,0.02,0,11,0,8,3,NOM
abstraction,apstRaksj§,abstraction,NOM,0.68,0.66,1,11,7,6,3,NOM
abstractions,apstRaksj§,abstraction,NOM,0.68,0.03,0,12,0,6,3,NOM
abstrait,apstRE,abstrait,NOM,0.49,0.49,1,8,8,6,2,"VER,ADJ,NOM"
abstraits,apstRE,abstrait,NOM,0.49,0,0,9,0,6,2,"VER,ADJ,NOM"
absurde,apsyRd,absurde,NOM,2.69,2.67,1,7,7,6,2,"ADJ,NOM"
absurdes,apsyRd,absurde,NOM,2.69,0.02,0,8,0,6,2,"ADJ,NOM"
absurdistes,apsyRdist,absurdiste,NOM,0,0,0,11,0,0,3,NOM
absurdité,apsyRdite,absurdité,NOM,2.34,1.44,1,9,8,7,4,NOM
absurdités,apsyRdite,absurdité,NOM,2.34,0.9,0,10,0,7,4,NOM
abus,aby,abus,NOM,4.75,4.75,1,4,4,3,2,NOM
abuseur,abyz9R,abuseur,NOM,0.04,0.04,1,7,6,5,3,NOM
abyme,abim,abyme,NOM,0.04,0.04,1,5,4,4,2,NOM
abysse,abis,abysse,NOM,1.07,0.53,1,6,6,4,2,NOM
abysses,abis,abysse,NOM,1.07,0.54,0,7,0,4,2,NOM
abyssin,abis5,abyssin,NOM,0.14,0.14,1,7,7,5,3,"ADJ,NOM"
abyssinienne,abisinjEn,abyssinien,NOM,0.01,0.01,0,12,0,0,4,NOM
abécédaire,abesedER,abécédaire,NOM,0.18,0.18,1,10,3,6,4,NOM
abêtissement,abetis°m@,abêtissement,NOM,0,0,1,12,6,6,5,NOM
abîme,abim,abîme,NOM,6.01,5.03,1,5,5,4,2,"NOM,VER"
abîmes,abim,abîme,NOM,6.01,0.98,0,6,0,4,2,"NOM,VER"
acabit,akabi,acabit,NOM,0.17,0.17,1,6,4,5,3,NOM
acabits,akabi,acabit,NOM,0.17,0,0,7,0,5,3,NOM
acacia,akasja,acacia,NOM,0.26,0.05,1,6,4,5,3,NOM
acacias,akasja,acacia,NOM,0.26,0.21,0,7,0,5,3,NOM
acadien,akadj5,acadien,NOM,0.16,0.14,1,7,7,6,3,"ADJ,NOM"
acadienne,akadjEn,acadienne,NOM,0.03,0.03,1,9,8,6,3,NOM
acadiens,akadj5,acadien,NOM,0.16,0.01,0,8,0,6,3,NOM
académicien,akademisj5,académicien,NOM,0.35,0.14,1,11,8,8,5,NOM
académiciens,akademisj5,académicien,NOM,0.35,0.21,0,12,0,8,5,NOM
académie,akademi,académie,NOM,10.03,9.91,1,8,8,7,4,NOM
académies,akademi,académie,NOM,10.03,0.12,0,9,0,7,4,NOM
académisme,akademizm,académisme,NOM,0,0,1,10,9,8,4,NOM
acajou,akaZu,acajou,NOM,0.52,0.52,1,6,4,4,3,"ADJ,NOM"
acajous,akaZu,acajou,NOM,0.52,0,0,7,0,4,3,NOM
acanthe,ak@t,acanthe,NOM,0.04,0.04,1,7,4,3,2,NOM
acanthes,ak@t,acanthe,NOM,0.04,0,0,8,0,3,2,NOM
acariens,akaRj5,acarien,NOM,0.07,0.07,0,8,0,0,3,NOM
accablement,akabl°m@,accablement,NOM,0.23,0.21,1,11,8,6,4,NOM
accablements,akabl°m@,accablement,NOM,0.23,0.01,0,12,0,6,4,NOM
accalmie,akalmi,accalmie,NOM,0.5,0.46,1,8,8,4,3,NOM
accalmies,akalmi,accalmie,NOM,0.5,0.04,0,9,0,4,3,NOM
accastillage,akastijaZ,accastillage,NOM,0.04,0.04,1,12,5,5,4,NOM
accastillages,akastijaZ,accastillage,NOM,0.04,0,0,13,0,5,4,NOM
accent,aks@,accent,NOM,14.56,12.98,1,6,6,4,2,NOM
accenteur,aks@t9R,accenteur,NOM,0.01,0.01,1,9,7,6,3,NOM
accents,aks@,accent,NOM,14.56,1.58,0,7,0,4,2,NOM
accentuation,aks@t8asj§,accentuation,NOM,0.06,0.06,1,12,8,7,4,NOM
acceptant,aksEpt@,acceptant,NOM,0.04,0.04,1,9,8,7,3,"NOM,VER"
acceptation,aksEptasj§,acceptation,NOM,1.24,1.24,1,11,8,8,4,NOM
acceptations,aksEptasj§,acceptation,NOM,1.24,0,0,12,0,8,4,NOM
acception,aksEpsj§,acception,NOM,0.15,0.15,1,9,7,6,3,NOM
acceptions,aksEpsj§,acception,NOM,0.15,0,0,10,0,6,3,"NOM,VER"
accesseurs,aksEs9R,accesseur,NOM,0,0,0,10,0,0,3,NOM
accessibilité,aksEsibilite,accessibilité,NOM,0.03,0.03,1,13,9,6,6,NOM
accession,aksEsj§,accession,NOM,0.16,0.16,1,9,8,6,3,NOM
accessit,aksesit,accessit,NOM,0.02,0.02,1,8,8,7,3,NOM
accessoire,akseswaR,accessoire,NOM,3.87,1.11,1,10,10,8,3,"ADJ,NOM"
accessoires,akseswaR,accessoire,NOM,3.87,2.76,0,11,0,8,3,"ADJ,NOM"
accessoiriste,akseswaRist,accessoiriste,NOM,0.62,0.51,1,13,12,9,4,NOM
accessoiristes,akseswaRist,accessoiriste,NOM,0.62,0.11,0,14,0,9,4,NOM
accident,aksid@,accident,NOM,108.21,100.11,1,8,8,6,3,NOM
accidents,aksid@,accident,NOM,108.21,8.1,0,9,0,6,3,NOM
accidenté,aksid@te,accidenté,NOM,0.57,0.28,1,9,9,8,4,"VER,ADJ,NOM"
accidentée,aksid@te,accidenté,NOM,0.57,0.01,0,10,0,8,4,"VER,ADJ,NOM"
accidentés,aksid@te,accidenté,NOM,0.57,0.28,0,10,0,8,4,"ADJ,NOM"
acclamation,aklamasj§,acclamation,NOM,2.84,0.2,1,11,7,6,4,NOM
acclamations,aklamasj§,acclamation,NOM,2.84,2.65,0,12,0,6,4,NOM
acclimatation,aklimatasj§,acclimatation,NOM,0.14,0.14,1,13,9,8,5,NOM
acclimatement,aklimat°m@,acclimatement,NOM,0,0,1,13,10,8,5,NOM
accointance,akw5t@s,accointance,NOM,0.14,0.14,1,11,8,4,3,NOM
accointances,akw5t@s,accointance,NOM,0.14,0,0,12,0,4,3,NOM
accolade,akolad,accolade,NOM,0.96,0.84,1,8,6,5,3,NOM
accolades,akolad,accolade,NOM,0.96,0.12,0,9,0,5,3,NOM
accolement,akOl°m@,accolement,NOM,0,0,1,10,7,4,4,NOM
accommodation,akomodasj§,accommodation,NOM,0.04,0.04,1,13,11,7,5,NOM
accommodement,akomOd°m@,accommodement,NOM,0.11,0.11,1,13,10,5,5,NOM
accommodements,akomOd°m@,accommodement,NOM,0.11,0,0,14,0,5,5,NOM
accompagnateur,ak§paNat9R,accompagnateur,NOM,0.8,0.4,1,14,11,7,5,NOM
accompagnateurs,ak§paNat9R,accompagnateur,NOM,0.8,0.29,0,15,0,7,5,NOM
accompagnatrice,ak§paNatRis,accompagnateur,NOM,0.8,0.09,0,15,0,0,5,NOM
accompagnatrices,ak§paNatRis,accompagnateur,NOM,0.8,0.02,0,16,0,0,5,NOM
accompagnement,ak§paN°m@,accompagnement,NOM,0.65,0.61,1,14,11,7,5,NOM
accompagnements,ak§paN°m@,accompagnement,NOM,0.65,0.03,0,15,0,7,5,NOM
accompli,ak§pli,accompli,NOM,0.02,0.02,1,8,8,6,3,"ADJ,NOM,VER"
accomplissement,ak§plis°m@,accomplissement,NOM,1.5,1.27,1,15,9,7,5,NOM
accomplissements,ak§plis°m@,accomplissement,NOM,1.5,0.22,0,16,0,7,5,NOM
accord,akOR,accord,NOM,766.2,761.77,1,6,6,4,2,NOM
accordailles,akORdaj,accordailles,NOM,0,0,1,12,7,6,3,NOM
accordement,akORd°m@,accordement,NOM,0,0,1,11,8,6,4,NOM
accordeur,akORd9R,accordeur,NOM,0.25,0.25,1,9,8,6,3,NOM
accordo,akORdo,accordo,NOM,0.01,0.01,1,7,7,6,3,NOM
accords,akOR,accord,NOM,766.2,4.42,0,7,0,4,2,NOM
accordé,akORde,accordé,NOM,2.58,1.22,1,7,7,6,3,"VER,NOM"
accordée,akORde,accordé,NOM,2.58,1.06,0,8,0,6,3,"VER,NOM"
accordées,akORde,accordé,NOM,2.58,0.16,0,9,0,6,3,"VER,NOM"
accordéon,akORde§,accordéon,NOM,3.24,3.02,1,9,9,7,4,NOM
accordéoniste,akORdeonist,accordéoniste,NOM,0.26,0.26,1,13,10,7,5,NOM
accordéonistes,akORdeonist,accordéoniste,NOM,0.26,0,0,14,0,7,5,NOM
accordéons,akORde§,accordéon,NOM,3.24,0.22,0,10,0,7,4,NOM
accordés,akORde,accordé,NOM,2.58,0.15,0,8,0,6,3,"VER,NOM"
accores,akOR,accore,NOM,0,0,0,7,0,4,2,NOM
accostage,akOstaZ,accostage,NOM,0.47,0.47,1,9,8,6,3,NOM
accotement,akOt°m@,accotement,NOM,0.01,0.01,1,10,7,4,4,NOM
accotements,akOt°m@,accotement,NOM,0.01,0,0,11,0,4,4,NOM
accotoirs,akotwaR,accotoir,NOM,0,0,0,9,0,0,3,NOM
accotés,akote,accoté,NOM,0,0,0,7,0,4,3,"VER,NOM"
accouchement,akuS°m@,accouchement,NOM,5.96,5.47,1,12,9,5,4,NOM
accouchements,akuS°m@,accouchement,NOM,5.96,0.48,0,13,0,5,4,NOM
accoucheur,akuS9R,accoucheur,NOM,0.19,0.06,1,10,9,5,3,NOM
accoucheurs,akuS9R,accoucheur,NOM,0.19,0,0,11,0,5,3,NOM
accoucheuse,akuS2z,accoucheur,NOM,0.19,0.13,0,11,0,0,3,NOM
accouchée,akuSe,accouchée,NOM,0.39,0.02,1,9,8,5,3,"VER,NOM"
accouchées,akuSe,accouchée,NOM,0.39,0.37,0,10,0,5,3,NOM
accoudoir,akudwaR,accoudoir,NOM,0.46,0.4,1,9,7,5,3,NOM
accoudoirs,akudwaR,accoudoir,NOM,0.46,0.06,0,10,0,5,3,NOM
accouplement,akupl°m@,accouplement,NOM,0.78,0.72,1,12,9,6,4,NOM
accouplements,akupl°m@,accouplement,NOM,0.78,0.05,0,13,0,6,4,NOM
accoutrement,akutR°m@,accoutrement,NOM,1.29,1.19,1,12,9,6,4,NOM
accoutrements,akutR°m@,accoutrement,NOM,1.29,0.11,0,13,0,6,4,NOM
accoutumance,akutym@s,accoutumance,NOM,0.3,0.2,1,12,9,7,4,NOM
accoutumances,akutym@s,accoutumance,NOM,0.3,0.1,0,13,0,7,4,NOM
accras,akRas,accra,NOM,0.1,0.1,0,6,0,0,2,NOM
accro,akRo,accro,NOM,2.56,1.66,1,5,5,4,2,"ADJ,NOM"
accroc,akRo,accroc,NOM,1.9,1.67,1,6,6,4,2,NOM
accrochage,akRoSaZ,accrochage,NOM,2.06,1.44,1,10,9,6,3,NOM
accrochages,akRoSaZ,accrochage,NOM,2.06,0.62,0,11,0,6,3,NOM
accroche,akROS,accroche,NOM,0.65,0.45,1,8,8,5,2,"NOM,VER"
accroche-coeur,akROSk9R,accroche-coeur,NOM,0,0,1,14,9,6,3,NOM
accroche-coeurs,akROSk9R,accroche-coeur,NOM,0,0,0,15,0,6,3,NOM
accroches,akROS,accroche,NOM,0.65,0.2,0,9,0,5,2,"NOM,VER"
accrocs,akRo,accroc,NOM,1.9,0.23,0,7,0,4,2,NOM
accroissement,akRwas°m@,accroissement,NOM,0.41,0.41,1,13,7,6,4,NOM
accros,akRo,accro,NOM,2.56,0.9,0,6,0,4,2,"ADJ,NOM"
accroupissement,akRupis°m@,accroupissement,NOM,0,0,1,15,9,7,5,NOM
accrue,akRy,accrue,NOM,0,0,1,6,6,4,2,"VER,ADJ,NOM"
accréditation,akReditasj§,accréditation,NOM,0.27,0.19,1,13,9,8,5,NOM
accréditations,akReditasj§,accréditation,NOM,0.27,0.07,0,14,0,8,5,NOM
accréditif,akReditif,accréditif,NOM,0,0,1,10,9,8,4,NOM
accrédités,akRedite,accrédité,NOM,0,0,0,10,0,8,4,"VER,ADJ,NOM"
accrétion,akResj§,accrétion,NOM,0.03,0.03,1,9,6,5,3,NOM
accu,aky,accu,NOM,0.11,0,1,4,4,3,2,NOM
accueil,ak9j,accueil,NOM,13.83,13.83,1,7,7,4,2,NOM
accueils,ak9j,accueil,NOM,13.83,0,0,8,0,4,2,NOM
acculturation,akyltyRasj§,acculturation,NOM,0.01,0.01,1,13,6,5,5,NOM
accumulateur,akymylat9R,accumulateur,NOM,0.03,0.03,1,12,10,8,5,NOM
accumulateurs,akymylat9R,accumulateur,NOM,0.03,0,0,13,0,8,5,NOM
accumulation,akymylasj§,accumulation,NOM,0.67,0.67,1,12,10,8,5,NOM
accumulations,akymylasj§,accumulation,NOM,0.67,0,0,13,0,8,5,NOM
accus,aky,accu,NOM,0.11,0.11,0,5,0,3,2,NOM
accusateur,akyzat9R,accusateur,NOM,0.35,0.25,1,10,8,7,4,"ADJ,NOM"
accusateurs,akyzat9R,accusateur,NOM,0.35,0.1,0,11,0,7,4,"ADJ,NOM"
accusatif,akyzatif,accusatif,NOM,0.11,0.11,1,9,9,7,4,NOM
accusation,akyzasj§,accusation,NOM,19.72,12.62,1,10,9,6,4,NOM
accusations,akyzasj§,accusation,NOM,19.72,7.11,0,11,0,6,4,NOM
accusatrices,akyzatRis,accusateur,NOM,0.35,0,0,12,0,0,4,NOM
accusé,akyze,accusé,NOM,13.74,8.84,1,6,6,5,3,"VER,ADJ,NOM"
accusée,akyze,accusé,NOM,13.74,2.2,0,7,0,5,3,"VER,ADJ,NOM"
accusées,akyze,accusé,NOM,13.74,0.01,0,8,0,5,3,"VER,ADJ,NOM"
accusés,akyze,accusé,NOM,13.74,2.69,0,7,0,5,3,"VER,ADJ,NOM"
accès,aksE,accès,NOM,29.53,29.53,1,5,4,4,2,NOM
accélérateur,akseleRat9R,accélérateur,NOM,2.22,2.16,1,12,10,9,5,"ADJ,NOM"
accélérateurs,akseleRat9R,accélérateur,NOM,2.22,0.06,0,13,0,9,5,"ADJ,NOM"
accélération,akseleRasj§,accélération,NOM,1.5,1.46,1,12,10,9,5,NOM
accélérations,akseleRasj§,accélération,NOM,1.5,0.04,0,13,0,9,5,NOM
accéléré,akseleRe,accéléré,NOM,0.67,0.67,1,8,8,8,4,"VER,ADJ,NOM"
ace,Ejs,ace,NOM,2.48,2.48,1,3,3,3,1,NOM
acerbité,asERbite,acerbité,NOM,0.02,0.02,1,8,6,6,4,NOM
acetabulum,asetabylOm,acetabulum,NOM,0.01,0.01,1,10,4,6,5,NOM
achalandage,aSal@daZ,achalandage,NOM,0,0,1,11,9,7,4,NOM
achards,aSaR,achards,NOM,0.03,0.03,1,7,6,4,2,NOM
acharnement,aSaRn°m@,acharnement,NOM,0.6,0.6,1,11,8,6,4,NOM
acharnements,aSaRn°m@,acharnement,NOM,0.6,0,0,12,0,6,4,NOM
achat,aSa,achat,NOM,9.75,5.2,1,5,5,3,2,NOM
achats,aSa,achat,NOM,9.75,4.55,0,6,0,3,2,NOM
