Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,islem,nblettres,puorth,puphon,nbsyll,cgramortho
chouchoute,SuSut,chouchouter,VER,0.61,0.18,0,10,10,5,2,"NOM,VER"
chouchouter,SuSute,chouchouter,VER,0.61,0.33,1,11,11,6,3,VER
chouchouteras,SuSut°Ra,chouchouter,VER,0.61,0.01,0,13,0,0,4,VER
chouchoutez,SuSute,chouchouter,VER,0.61,0.01,0,11,0,6,3,VER
chouchouté,SuSute,chouchouter,VER,0.61,0.05,0,10,0,6,3,VER
chouchoutée,SuSute,chouchouter,VER,0.61,0,0,11,0,6,3,VER
chougnait,SuNE,chougner,VER,0,0,0,9,0,0,2,VER
chougne,SuN,chougner,VER,0,0,0,7,0,0,1,VER
chouiner,Swine,chouiner,VER,0.05,0.05,1,8,6,4,2,VER
choura,SuRa,chourer,VER,3.96,3.29,0,6,0,0,2,VER
chouravait,SuRavE,chouraver,VER,0.75,0,0,10,0,0,3,VER
chourave,SuRav,chouraver,VER,0.75,0.01,0,8,0,5,2,VER
chouravent,SuRav,chouraver,VER,0.75,0,0,10,0,5,2,VER
chouraver,SuRave,chouraver,VER,0.75,0.26,1,9,9,6,3,VER
chouravé,SuRave,chouraver,VER,0.75,0.37,0,8,0,6,3,VER
chouravée,SuRave,chouraver,VER,0.75,0.11,0,9,0,6,3,VER
chouravés,SuRave,chouraver,VER,0.75,0,0,9,0,6,3,VER
choure,SuR,chourer,VER,3.96,0.03,0,6,0,0,1,VER
chourent,SuR,chourer,VER,3.96,0.01,0,8,0,0,1,VER
chourer,SuRe,chourer,VER,3.96,0.2,1,7,6,4,2,VER
chouriez,SuRje,chourer,VER,3.96,0,0,8,0,0,2,VER
chouré,SuRe,chourer,VER,3.96,0.41,0,6,0,4,2,VER
chourée,SuRe,chourer,VER,3.96,0.01,0,7,0,4,2,VER
chourées,SuRe,chourer,VER,3.96,0.01,0,8,0,4,2,VER
choya,Swaja,choyer,VER,0.4,0,0,5,0,0,2,VER
choyais,SwajE,choyer,VER,0.4,0.01,0,7,0,0,2,VER
choyait,SwajE,choyer,VER,0.4,0.01,0,7,0,0,2,VER
choyant,Swaj@,choyer,VER,0.4,0,0,7,0,0,2,VER
choyer,Swaje,choyer,VER,0.4,0.11,1,6,5,4,2,VER
choyez,Swaje,choyer,VER,0.4,0.12,0,6,0,4,2,VER
choyé,Swaje,choyer,VER,0.4,0.06,0,5,5,4,2,"VER,ADJ"
choyée,Swaje,choyer,VER,0.4,0.05,0,6,0,4,2,"VER,ADJ"
choyées,Swaje,choyer,VER,0.4,0,0,7,0,4,2,"VER,ADJ"
choyés,Swaje,choyer,VER,0.4,0,0,6,0,4,2,"VER,ADJ"
christianisés,kRistjanize,christianiser,VER,0,0,0,13,0,0,4,VER
chrome,kRom,chromer,VER,0.36,0.03,0,6,6,4,1,"NOM,VER"
chromé,kRome,chromer,VER,0.36,0.17,0,6,0,0,2,VER
chromée,kRome,chromer,VER,0.36,0.03,0,7,0,0,2,VER
chromées,kRome,chromer,VER,0.36,0.06,0,8,0,0,2,VER
chromés,kRome,chromer,VER,0.36,0.07,0,7,0,0,2,VER
chroniquais,kRonikE,chroniquer,VER,0.01,0,0,11,0,0,3,VER
chronique,kRonik,chroniquer,VER,0.01,0.01,0,9,9,6,2,"ADJ,NOM,VER"
chroniquer,kRonike,chroniquer,VER,0.01,0,1,10,10,7,3,VER
chronomètre,kRonomEtR,chronométrer,VER,1.43,0.45,0,11,8,7,3,"NOM,VER"
chronomètres,kRonomEtR,chronométrer,VER,1.43,0.18,0,12,0,7,3,"NOM,VER"
chronométrait,kRonometRE,chronométrer,VER,1.43,0.01,0,13,0,0,4,VER
chronométrant,kRonometR@,chronométrer,VER,1.43,0.14,0,13,0,0,4,VER
chronométrer,kRonometRe,chronométrer,VER,1.43,0.26,1,12,12,10,4,VER
chronométrez,kRonometRe,chronométrer,VER,1.43,0.06,0,12,0,10,4,VER
chronométrions,kRonometRij§,chronométrer,VER,1.43,0,0,14,0,0,5,VER
chronométré,kRonometRe,chronométrer,VER,1.43,0.26,0,11,0,10,4,VER
chronométrée,kRonometRe,chronométrer,VER,1.43,0.05,0,12,0,10,4,VER
chronométrées,kRonometRe,chronométrer,VER,1.43,0.01,0,13,0,10,4,VER
chronométrés,kRonometRe,chronométrer,VER,1.43,0.03,0,12,0,10,4,VER
chu,Sy,choir,VER,2.05,1.24,0,3,0,0,1,VER
chuchota,SySota,chuchoter,VER,5.2,0.01,0,8,0,0,3,VER
chuchotai,SySotE,chuchoter,VER,5.2,0,0,9,0,0,3,VER
chuchotaient,SySotE,chuchoter,VER,5.2,0.14,0,12,0,0,3,VER
chuchotais,SySotE,chuchoter,VER,5.2,0.06,0,10,0,0,3,VER
chuchotait,SySotE,chuchoter,VER,5.2,0.38,0,10,0,0,3,VER
chuchotant,SySot@,chuchoter,VER,5.2,0.06,0,10,8,6,3,"ADJ,VER"
chuchote,SySOt,chuchoter,VER,5.2,1.86,0,8,0,0,2,VER
chuchotent,SySOt,chuchoter,VER,5.2,0.39,0,10,0,0,2,VER
chuchoter,SySote,chuchoter,VER,5.2,1.46,1,9,9,6,3,VER
chuchoteraient,SySOt°RE,chuchoter,VER,5.2,0,0,14,0,0,4,VER
chuchoterais,SySOt°RE,chuchoter,VER,5.2,0.02,0,12,0,0,4,VER
chuchoterait,SySOt°RE,chuchoter,VER,5.2,0,0,12,0,0,4,VER
chuchoteras,SySOt°Ra,chuchoter,VER,5.2,0.01,0,11,0,0,4,VER
chuchoterez,SySOt°Re,chuchoter,VER,5.2,0,0,11,0,0,4,VER
chuchotez,SySote,chuchoter,VER,5.2,0.43,0,9,0,6,3,VER
chuchotions,SySotj§,chuchoter,VER,5.2,0,0,11,0,0,3,VER
chuchotât,SySota,chuchoter,VER,5.2,0,0,9,0,0,3,VER
chuchotèrent,SySotER,chuchoter,VER,5.2,0,0,12,0,0,3,VER
chuchoté,SySote,chuchoter,VER,5.2,0.33,0,8,0,6,3,VER
chuchotée,SySote,chuchoter,VER,5.2,0.03,0,9,0,6,3,VER
chuchotées,SySote,chuchoter,VER,5.2,0,0,10,0,6,3,VER
chuchotés,SySote,chuchoter,VER,5.2,0.03,0,9,0,6,3,VER
chue,Sy,choir,VER,2.05,0.05,0,4,0,0,1,VER
chues,Sy,choir,VER,2.05,0,0,5,0,0,1,VER
chuinta,S85ta,chuinter,VER,0,0,0,7,0,0,2,VER
chuintaient,S85tE,chuinter,VER,0,0,0,11,0,0,2,VER
chuintait,S85tE,chuinter,VER,0,0,0,9,0,0,2,VER
chuintant,S85t@,chuinter,VER,0,0,0,9,9,5,2,"ADJ,VER"
chuinte,S85t,chuinter,VER,0,0,0,7,0,0,1,VER
chuinter,S85te,chuinter,VER,0,0,1,8,8,5,2,VER
chuintèrent,S85tER,chuinter,VER,0,0,0,11,0,0,2,VER
chuinté,S85te,chuinter,VER,0,0,0,7,0,5,2,VER
chus,Sy,choir,VER,2.05,0.01,0,4,0,0,1,VER
chut,Sy,choir,VER,2.05,0.4,0,4,4,0,1,"VER,ONO"
chuta,Syta,chuter,VER,5.5,0.02,0,5,0,0,2,VER
chutait,SytE,chuter,VER,5.5,0.06,0,7,0,0,2,VER
chutant,Syt@,chuter,VER,5.5,0.06,0,7,0,0,2,VER
chute,Syt,chuter,VER,5.5,1.97,0,5,5,3,1,"NOM,VER"
chutent,Syt,chuter,VER,5.5,0.28,0,7,0,3,1,VER
chuter,Syte,chuter,VER,5.5,0.99,1,6,6,4,2,VER
chutera,Syt°Ra,chuter,VER,5.5,0.04,0,7,0,0,3,VER
chuteraient,Syt°RE,chuter,VER,5.5,0.11,0,11,0,0,3,VER
chuterait,Syt°RE,chuter,VER,5.5,0.01,0,9,0,0,3,VER
chuterez,Syt°Re,chuter,VER,5.5,0.01,0,8,0,0,3,VER
chutes,Syt,chuter,VER,5.5,0.01,0,6,0,3,1,"NOM,VER"
chutèrent,SytER,chuter,VER,5.5,0.02,0,9,0,0,2,VER
chuté,Syte,chuter,VER,5.5,1.87,0,5,0,4,2,VER
chutée,Syte,chuter,VER,5.5,0.04,0,6,0,4,2,VER
châtaignent,SatEN,châtaigner,VER,0.14,0,0,11,0,5,2,VER
châtaigner,SatENe,châtaigner,VER,0.14,0.12,1,10,10,6,3,VER
châtaigné,SatENe,châtaigner,VER,0.14,0.02,0,9,0,6,3,VER
châtiaient,SatjE,châtier,VER,3.25,0,0,10,0,0,2,VER
châtiait,SatjE,châtier,VER,3.25,0,0,8,0,0,2,VER
châtiant,Satj@,châtier,VER,3.25,0,0,8,0,0,2,VER
châtie,Sati,châtier,VER,3.25,0.54,0,6,0,0,2,VER
châtier,Satje,châtier,VER,3.25,1.55,1,7,6,5,2,VER
châtiera,SatiRa,châtier,VER,3.25,0.04,0,8,0,0,3,VER
châtierai,SatiRE,châtier,VER,3.25,0.12,0,9,0,0,3,VER
châtierait,SatiRE,châtier,VER,3.25,0,0,10,0,0,3,VER
châtiez,Satje,châtier,VER,3.25,0.16,0,7,0,5,2,VER
châtié,Sasje,châtier,VER,3.25,0.47,0,6,0,0,2,VER
châtiée,Sasje,châtier,VER,3.25,0.05,0,7,0,0,2,VER
châtiés,Sasje,châtier,VER,3.25,0.32,0,7,0,0,2,VER
châtraient,SatRE,châtrer,VER,0.94,0,0,10,0,0,2,VER
châtre,SatR,châtrer,VER,0.94,0.01,0,6,0,0,1,VER
châtrent,SatR,châtrer,VER,0.94,0.01,0,8,0,0,1,VER
châtrer,SatRe,châtrer,VER,0.94,0.47,1,7,6,5,2,VER
châtreront,SatR°R§,châtrer,VER,0.94,0,0,10,0,0,3,VER
châtré,SatRe,châtrer,VER,0.94,0.1,0,6,6,5,2,"VER,ADJ"
châtrés,SatRe,châtrer,VER,0.94,0.36,0,7,0,5,2,"VER,ADJ"
chéri,SeRi,chérir,VER,22.66,7.21,0,5,5,4,2,"ADJ,NOM,VER"
chérie,SeRi,chérir,VER,22.66,11.4,0,6,0,4,2,"ADJ,NOM,VER"
chéries,SeRi,chérir,VER,22.66,0.14,0,7,0,4,2,"ADJ,NOM,VER"
chérir,SeRiR,chérir,VER,22.66,1.49,1,6,6,5,2,VER
chérirai,SeRiRE,chérir,VER,22.66,0.19,0,8,0,0,3,VER
chérirais,SeRiRE,chérir,VER,22.66,0.14,0,9,0,0,3,VER
chérirez,SeRiRe,chérir,VER,22.66,0.01,0,8,0,0,3,VER
chérirons,SeRiR§,chérir,VER,22.66,0.01,0,9,0,0,3,VER
chéris,SeRi,chérir,VER,22.66,0.67,0,6,0,4,2,"ADJ,NOM,VER"
chérissaient,SeRisE,chérir,VER,22.66,0.03,0,12,0,0,3,VER
chérissais,SeRisE,chérir,VER,22.66,0.07,0,10,0,0,3,VER
chérissait,SeRisE,chérir,VER,22.66,0.16,0,10,0,0,3,VER
chérissant,SeRis@,chérir,VER,22.66,0,0,10,0,0,3,VER
chérisse,SeRis,chérir,VER,22.66,0.06,0,8,0,0,2,VER
chérissent,SeRis,chérir,VER,22.66,0.05,0,10,0,0,2,VER
chérissez,SeRise,chérir,VER,22.66,0.17,0,9,0,0,3,VER
chérissons,SeRis§,chérir,VER,22.66,0.31,0,10,0,0,3,VER
chérit,SeRi,chérir,VER,22.66,0.56,0,6,0,4,2,VER
chômaient,SomE,chômer,VER,1.05,0,0,9,0,0,2,VER
chômait,SomE,chômer,VER,1.05,0.01,0,7,0,0,2,VER
chôme,Som,chômer,VER,1.05,0.18,0,5,0,3,1,VER
chôment,Som,chômer,VER,1.05,0.03,0,7,0,3,1,VER
chômer,Some,chômer,VER,1.05,0.37,1,6,6,4,2,VER
chômerez,Som°Re,chômer,VER,1.05,0.1,0,8,0,0,3,VER
chômez,Some,chômer,VER,1.05,0.12,0,6,0,4,2,VER
chômé,Some,chômer,VER,1.05,0.24,0,5,5,4,2,"VER,ADJ"
ciblais,siblE,cibler,VER,1.9,0.01,0,7,0,0,2,VER
ciblait,siblE,cibler,VER,1.9,0.04,0,7,0,0,2,VER
cibler,sible,cibler,VER,1.9,0.76,1,6,6,5,2,VER
ciblera,sibl°Ra,cibler,VER,1.9,0.03,0,7,0,0,3,VER
cibleront,sibl°R§,cibler,VER,1.9,0.01,0,9,0,0,3,VER
ciblez,sible,cibler,VER,1.9,0.12,0,6,0,5,2,VER
ciblons,sibl§,cibler,VER,1.9,0.03,0,7,0,0,2,VER
ciblé,sible,cibler,VER,1.9,0.45,0,5,0,5,2,VER
ciblée,sible,cibler,VER,1.9,0.15,0,6,0,5,2,VER
ciblées,sible,cibler,VER,1.9,0.06,0,7,0,5,2,VER
ciblés,sible,cibler,VER,1.9,0.25,0,6,0,5,2,VER
cicatrisa,sikatRiza,cicatriser,VER,2.2,0,0,9,0,0,4,VER
cicatrisait,sikatRizE,cicatriser,VER,2.2,0.02,0,11,0,0,4,VER
cicatrise,sikatRiz,cicatriser,VER,2.2,0.39,0,9,0,0,3,VER
cicatrisent,sikatRiz,cicatriser,VER,2.2,0.08,0,11,0,0,3,VER
cicatriser,sikatRize,cicatriser,VER,2.2,0.48,1,10,9,9,4,VER
cicatrisera,sikatRiz°Ra,cicatriser,VER,2.2,0.18,0,11,0,0,5,VER
cicatriserait,sikatRiz°RE,cicatriser,VER,2.2,0.1,0,13,0,0,5,VER
cicatriseront,sikatRiz°R§,cicatriser,VER,2.2,0.13,0,13,0,0,5,VER
cicatrisez,sikatRize,cicatriser,VER,2.2,0.11,0,10,0,9,4,VER
cicatrisé,sikatRize,cicatriser,VER,2.2,0.59,0,9,0,9,4,VER
cicatrisée,sikatRize,cicatriser,VER,2.2,0.05,0,10,0,9,4,VER
cicatrisées,sikatRize,cicatriser,VER,2.2,0.03,0,11,0,9,4,VER
cicatrisés,sikatRize,cicatriser,VER,2.2,0.04,0,10,0,9,4,VER
cigle,sigl,cigler,VER,0,0,0,5,0,4,1,VER
ciglent,sigl,cigler,VER,0,0,0,7,0,4,1,VER
cigler,sigle,cigler,VER,0,0,1,6,4,5,2,VER
ciglé,sigle,cigler,VER,0,0,0,5,0,5,2,VER
ciglées,sigle,cigler,VER,0,0,0,7,0,5,2,VER
ciglés,sigle,cigler,VER,0,0,0,6,0,5,2,VER
cilla,sija,ciller,VER,0.28,0,0,5,0,0,2,VER
cillaient,sijE,ciller,VER,0.28,0,0,9,0,4,2,VER
cillait,sijE,ciller,VER,0.28,0.01,0,7,0,4,2,VER
cillant,sij@,ciller,VER,0.28,0,0,7,0,0,2,VER
cille,sij,ciller,VER,0.28,0.05,0,5,0,0,1,VER
cillent,sij,ciller,VER,0.28,0,0,7,0,0,1,VER
ciller,sije,ciller,VER,0.28,0.04,1,6,6,4,2,VER
cillerait,sij°RE,ciller,VER,0.28,0,0,9,0,0,3,VER
cillèrent,sijER,ciller,VER,0.28,0,0,9,0,0,2,VER
cillé,sije,ciller,VER,0.28,0.19,0,5,0,4,2,VER
cimentaient,sim@tE,cimenter,VER,0.16,0,0,11,0,0,3,VER
cimentait,sim@tE,cimenter,VER,0.16,0,0,9,0,0,3,VER
cimentant,sim@t@,cimenter,VER,0.16,0,0,9,0,0,3,VER
cimente,sim@t,cimenter,VER,0.16,0.02,0,7,0,0,2,VER
cimentent,sim@t,cimenter,VER,0.16,0.01,0,9,0,0,2,VER
cimenter,sim@te,cimenter,VER,0.16,0.06,1,8,8,6,3,VER
cimentera,sim@t°Ra,cimenter,VER,0.16,0,0,9,0,0,4,VER
cimenté,sim@te,cimenter,VER,0.16,0.04,0,7,0,6,3,VER
cimentée,sim@te,cimenter,VER,0.16,0.01,0,8,0,6,3,VER
cimentées,sim@te,cimenter,VER,0.16,0,0,9,0,6,3,VER
cimentés,sim@te,cimenter,VER,0.16,0.01,0,8,0,6,3,VER
cingla,s5gla,cingler,VER,18.93,0.02,0,6,0,0,2,VER
cinglaient,s5glE,cingler,VER,18.93,0,0,10,0,0,2,VER
cinglait,s5glE,cingler,VER,18.93,0.14,0,8,0,0,2,VER
cinglant,s5gl@,cingler,VER,18.93,0.01,0,8,7,5,2,"ADJ,VER"
cingle,s5gl,cingler,VER,18.93,0.26,0,6,0,0,1,VER
cinglent,s5gl,cingler,VER,18.93,0,0,8,0,0,1,VER
cingler,s5gle,cingler,VER,18.93,0,1,7,7,5,2,VER
cinglions,s5glij§,cingler,VER,18.93,0,0,9,0,0,3,VER
cinglons,s5gl§,cingler,VER,18.93,0.2,0,8,0,0,2,"VER,NOM"
cinglèrent,s5glER,cingler,VER,18.93,0,0,10,0,0,2,VER
cinglé,s5gle,cingler,VER,18.93,12.44,0,6,6,5,2,"VER,ADJ,NOM"
cinglée,s5gle,cingler,VER,18.93,3.46,0,7,0,5,2,"VER,ADJ,NOM"
cinglées,s5gle,cingler,VER,18.93,0.17,0,8,0,5,2,"VER,ADJ,NOM"
cinglés,s5gle,cingler,VER,18.93,2.23,0,7,0,5,2,"VER,ADJ,NOM"
cintra,s5tRa,cintrer,VER,0.07,0,0,6,0,0,2,VER
cintrait,s5tRE,cintrer,VER,0.07,0,0,8,0,0,2,VER
cintrant,s5tR@,cintrer,VER,0.07,0,0,8,0,0,2,VER
cintras,s5tRa,cintrer,VER,0.07,0,0,7,0,0,2,VER
cintrer,s5tRe,cintrer,VER,0.07,0.01,1,7,7,5,2,VER
cintré,s5tRe,cintrer,VER,0.07,0.05,0,6,6,5,2,"VER,ADJ"
cintrée,s5tRe,cintrer,VER,0.07,0.01,0,7,0,5,2,"VER,ADJ"
cintrées,s5tRe,cintrer,VER,0.07,0,0,8,0,5,2,"VER,ADJ"
cintrés,s5tRe,cintrer,VER,0.07,0,0,7,0,5,2,"VER,ADJ"
cira,siRa,cirer,VER,6.42,0,0,4,0,4,2,VER
ciraient,siRE,cirer,VER,6.42,0,0,8,0,0,2,VER
cirais,siRE,cirer,VER,6.42,0.02,0,6,0,0,2,VER
cirait,siRE,cirer,VER,6.42,0.04,0,6,0,0,2,VER
cirant,siR@,cirer,VER,6.42,0.02,0,6,0,0,2,VER
circoncire,siRk§siR,circoncire,VER,1.69,0.53,1,10,9,8,3,VER
circoncis,siRk§si,circoncire,VER,1.69,1.09,0,9,9,7,3,"VER,ADJ,NOM"
circoncise,siRk§siz,circoncire,VER,1.69,0.03,0,10,0,0,3,VER
circoncisent,siRk§siz,circoncire,VER,1.69,0.01,0,12,0,0,3,VER
circoncit,siRk§si,circoncire,VER,1.69,0.03,0,9,0,7,3,VER
circonscrire,siRk§skRiR,circonscrire,VER,0.13,0.05,1,12,11,10,3,VER
circonscris,siRk§skRi,circonscrire,VER,0.13,0,0,11,0,0,3,VER
circonscrit,siRk§skRi,circonscrire,VER,0.13,0.03,0,11,0,0,3,VER
circonscrite,siRk§skRit,circonscrire,VER,0.13,0.03,0,12,0,0,3,VER
circonscrites,siRk§skRit,circonscrire,VER,0.13,0,0,13,0,0,3,VER
circonscrits,siRk§skRi,circonscrire,VER,0.13,0.02,0,12,0,0,3,VER
circonscrivait,siRk§skRivE,circonscrire,VER,0.13,0,0,14,0,0,4,VER
circonscrivent,siRk§skRiv,circonscrire,VER,0.13,0,0,14,0,0,3,VER
circonscrivit,siRk§skRivi,circonscrire,VER,0.13,0,0,13,0,0,4,VER
circonstancia,siRk§st@sja,circonstancier,VER,0,0,0,13,0,0,4,VER
circonstancié,siRk§st@sje,circonstancier,VER,0,0,0,13,13,11,4,"VER,ADJ"
circonstanciée,siRk§st@sje,circonstancier,VER,0,0,0,14,0,11,4,VER
circonvenant,siRk§v°n@,circonvenir,VER,0.09,0.01,0,12,0,0,4,VER
circonvenir,siRk§v°niR,circonvenir,VER,0.09,0.05,1,11,8,7,4,VER
circonvenu,siRk§v°ny,circonvenir,VER,0.09,0.01,0,10,0,0,4,VER
circonvenue,siRk§v°ny,circonvenir,VER,0.09,0.01,0,11,0,0,4,VER
circonvient,siRk§vj5,circonvenir,VER,0.09,0.01,0,11,0,0,3,VER
circula,siRkyla,circuler,VER,15.19,0.01,0,7,0,0,3,VER
circulaient,siRkylE,circuler,VER,15.19,0.29,0,11,0,0,3,VER
circulais,siRkylE,circuler,VER,15.19,0.01,0,9,0,0,3,VER
circulait,siRkylE,circuler,VER,15.19,0.29,0,9,0,0,3,VER
circulant,siRkyl@,circuler,VER,15.19,0.06,0,9,8,7,3,"ADJ,VER"
circule,siRkyl,circuler,VER,15.19,3.56,0,7,0,0,2,VER
circulent,siRkyl,circuler,VER,15.19,1.73,0,9,0,0,2,VER
circuler,siRkyle,circuler,VER,15.19,4.04,1,8,7,7,3,VER
circulera,siRkyl°Ra,circuler,VER,15.19,0.24,0,9,0,0,4,VER
circuleraient,siRkyl°RE,circuler,VER,15.19,0.02,0,13,0,0,4,VER
circulerait,siRkyl°RE,circuler,VER,15.19,0.02,0,11,0,0,4,VER
circuleront,siRkyl°R§,circuler,VER,15.19,0.01,0,11,0,0,4,VER
circules,siRkyl,circuler,VER,15.19,0.01,0,8,0,0,2,VER
circulez,siRkyle,circuler,VER,15.19,4.63,0,8,0,7,3,VER
circulions,siRkylj§,circuler,VER,15.19,0,0,10,0,0,3,VER
circulons,siRkyl§,circuler,VER,15.19,0.06,0,9,0,0,3,VER
circulèrent,siRkylER,circuler,VER,15.19,0,0,11,0,8,3,VER
circulé,siRkyle,circuler,VER,15.19,0.21,0,7,0,7,3,VER
cire,siR,cirer,VER,6.42,0.8,0,4,4,3,1,"NOM,VER"
cirent,siR,cirer,VER,6.42,0.25,0,6,0,3,1,VER
cirer,siRe,cirer,VER,6.42,3.29,1,5,5,4,2,VER
cirerais,siR°RE,cirer,VER,6.42,0,0,8,0,0,3,VER
cirerait,siR°RE,cirer,VER,6.42,0,0,8,0,0,3,VER
cires,siR,cirer,VER,6.42,0.01,0,5,0,3,1,"NOM,VER"
cirez,siRe,cirer,VER,6.42,0.14,0,5,0,4,2,VER
cirions,siRj§,cirer,VER,6.42,0,0,7,0,0,2,VER
cirons,siR§,cirer,VER,6.42,0,0,6,0,4,2,"VER,NOM"
ciré,siRe,cirer,VER,6.42,0.3,0,4,4,4,2,"VER,ADJ,NOM"
cirée,siRe,cirer,VER,6.42,0.14,0,5,0,4,2,VER
cirées,siRe,cirer,VER,6.42,1.28,0,6,0,4,2,VER
cirés,siRe,cirer,VER,6.42,0.14,0,5,0,4,2,"VER,ADJ,NOM"
cisailla,sizaja,cisailler,VER,0.11,0,0,8,0,0,3,VER
cisaillaient,sizajE,cisailler,VER,0.11,0,0,12,0,0,3,VER
cisaillait,sizajE,cisailler,VER,0.11,0,0,10,0,0,3,VER
cisaillant,sizaj@,cisailler,VER,0.11,0,0,10,9,6,3,"ADJ,VER"
cisaille,sizaj,cisailler,VER,0.11,0.04,0,8,8,5,2,"NOM,VER"
cisaillent,sizaj,cisailler,VER,0.11,0.01,0,10,0,5,2,VER
cisailler,sizaje,cisailler,VER,0.11,0.05,1,9,9,6,3,VER
cisaillèrent,sizajER,cisailler,VER,0.11,0,0,12,0,0,3,VER
cisaillé,sizaje,cisailler,VER,0.11,0.01,0,8,0,6,3,VER
cisaillée,sizaje,cisailler,VER,0.11,0,0,9,0,6,3,VER
cisaillées,sizaje,cisailler,VER,0.11,0,0,10,0,6,3,VER
cisaillés,sizaje,cisailler,VER,0.11,0,0,9,0,6,3,VER
ciselaient,siz°lE,ciseler,VER,0.23,0,0,10,0,6,3,VER
ciselait,siz°lE,ciseler,VER,0.23,0.01,0,8,0,6,3,VER
ciseler,siz°le,ciseler,VER,0.23,0.01,1,7,7,6,3,VER
ciselions,siz°lj§,ciseler,VER,0.23,0.01,0,9,0,0,3,VER
ciselé,siz°le,ciseler,VER,0.23,0.02,0,6,6,6,3,"VER,ADJ"
ciselée,siz°le,ciseler,VER,0.23,0.03,0,7,0,6,3,"VER,ADJ"
ciselées,siz°le,ciseler,VER,0.23,0,0,8,0,6,3,"VER,ADJ"
ciselés,siz°le,ciseler,VER,0.23,0.14,0,7,0,6,3,"VER,ADJ"
cisèle,sizEl,ciseler,VER,0.23,0.01,0,6,0,0,2,VER
cita,sita,citer,VER,17.51,0,0,4,0,0,2,VER
citai,sitE,citer,VER,17.51,0,0,5,0,0,2,VER
citaient,sitE,citer,VER,17.51,0.02,0,8,0,0,2,VER
citais,sitE,citer,VER,17.51,0.19,0,6,0,0,2,VER
citait,sitE,citer,VER,17.51,0.15,0,6,0,0,2,VER
citant,sit@,citer,VER,17.51,0.46,0,6,0,0,2,VER
cite,sit,citer,VER,17.51,5.61,0,4,0,3,1,VER
citent,sit,citer,VER,17.51,0.1,0,6,0,3,1,VER
citer,site,citer,VER,17.51,4.38,1,5,5,4,2,VER
citera,sit°Ra,citer,VER,17.51,0.11,0,6,0,0,3,VER
citerai,sit°RE,citer,VER,17.51,0.35,0,7,0,0,3,VER
citerais,sit°RE,citer,VER,17.51,0.03,0,8,0,0,3,VER
citerait,sit°RE,citer,VER,17.51,0,0,8,0,0,3,VER
citeras,sit°Ra,citer,VER,17.51,0.02,0,7,0,0,3,VER
cites,sit,citer,VER,17.51,0.63,0,5,0,3,1,VER
citez,site,citer,VER,17.51,1.37,0,5,0,4,2,VER
citiez,sitje,citer,VER,17.51,0.04,0,6,0,0,2,VER
citions,sitj§,citer,VER,17.51,0.01,0,7,0,0,2,VER
citons,sit§,citer,VER,17.51,0.2,0,6,0,0,2,VER
citronnez,sitRone,citronner,VER,0.01,0,0,9,0,7,3,VER
citronnée,sitROne,citronner,VER,0.01,0.01,0,9,0,0,3,"VER,ADJ"
citât,sita,citer,VER,17.51,0,0,5,0,0,2,VER
citèrent,sitER,citer,VER,17.51,0.01,0,8,0,0,2,VER
cité,site,citer,VER,17.51,3.11,0,4,4,4,2,"VER,ADJ,NOM"
citée,site,citer,VER,17.51,0.53,0,5,0,4,2,"VER,ADJ"
citées,site,citer,VER,17.51,0.03,0,6,0,4,2,"VER,ADJ"
cités,site,citer,VER,17.51,0.17,0,5,0,4,2,"VER,ADJ,NOM"
civilise,siviliz,civiliser,VER,2.17,0.02,0,8,0,0,3,VER
civiliser,sivilize,civiliser,VER,2.17,0.34,1,9,8,8,4,VER
civilises,siviliz,civiliser,VER,2.17,0,0,9,0,0,3,VER
civilisé,sivilize,civiliser,VER,2.17,0.58,0,8,8,8,4,"VER,ADJ,NOM"
civilisée,sivilize,civiliser,VER,2.17,0.21,0,9,0,8,4,"VER,ADJ"
civilisées,sivilize,civiliser,VER,2.17,0.06,0,10,0,8,4,"VER,ADJ"
civilisés,sivilize,civiliser,VER,2.17,0.96,0,9,0,8,4,"VER,ADJ,NOM"
clabaudaient,klabodE,clabauder,VER,0.01,0,0,12,0,0,3,VER
clabaudent,klabod,clabauder,VER,0.01,0,0,10,0,0,2,VER
clabauder,klabode,clabauder,VER,0.01,0.01,1,9,9,7,3,VER
clabaudé,klabode,clabauder,VER,0.01,0,0,8,0,7,3,VER
clabote,klabOt,claboter,VER,0.01,0,0,7,0,0,2,VER
clabotent,klabOt,claboter,VER,0.01,0,0,9,0,0,2,VER
claboter,klabote,claboter,VER,0.01,0,1,8,5,6,3,VER
claboté,klabote,claboter,VER,0.01,0.01,0,7,0,6,3,VER
claironna,klERona,claironner,VER,0.91,0,0,9,0,0,3,VER
claironnait,klERonE,claironner,VER,0.91,0,0,11,0,0,3,VER
claironnant,klERon@,claironner,VER,0.91,0.01,0,11,9,7,3,"ADJ,VER"
claironne,klEROn,claironner,VER,0.91,0.42,0,9,0,0,2,VER
claironnent,klEROn,claironner,VER,0.91,0.27,0,11,0,0,2,VER
claironner,klERone,claironner,VER,0.91,0.2,1,10,9,7,3,VER
claironnions,klERonj§,claironner,VER,0.91,0,0,12,0,0,3,VER
claironné,klERone,claironner,VER,0.91,0.01,0,9,0,7,3,VER
clairsemaient,klERs°mE,clairsemer,VER,0.04,0,0,13,0,0,3,VER
